"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"C57BL","Others","platelet count","CER1",0.825135836846557
"C57BL","Others","platelet count","CHRM4",0.973700767862243
"C57BL","Others","platelet count","CIMIP2B",0.652274262411379
"C57BL","Others","platelet count","CNNM3",0.586107016662103
"C57BL","Others","platelet count","CNOT9",0.981469534283386
"C57BL","Others","platelet count","CNR2",0.768605107775987
"C57BL","Others","platelet count","COL16A1",0.0883799893609658
"C57BL","Others","platelet count","COQ4",0.21589789739957
"C57BL","Others","platelet count","CRABP2",0.309201444836699
"C57BL","Others","platelet count","CRACDL",0.972947976507437
"C57BL","Others","platelet count","CRYGC",0.883900895231745
"C57BL","Others","platelet count","CST9",0.1482465
"C57BL","Others","platelet count","CSTAD",0.126136145615787
"C57BL","Others","platelet count","CTSO",0.786881723397714
"C57BL","Others","platelet count","D430041D05RIK",0.807016250610647
"C57BL","Others","platelet count","DAPL1",0.226301612945399
"C57BL","Others","platelet count","DDX31",0.895636980094927
"C57BL","Others","platelet count","DHX35",0.792726956045526
"C57BL","Others","platelet count","DNAH7B",0.452001491777588
"C57BL","Others","platelet count","DNAJB14",0.083556303341185
"C57BL","Others","platelet count","DNER",0.982238766246959
"C57BL","Others","platelet count","DPP10",0.0209334008052884
"C57BL","Others","platelet count","DYTN",0.976762670957474
"C57BL","Others","platelet count","ECHDC3",0.241526075086802
"C57BL","Others","platelet count","EFCAB2",0.437834622646993
"C57BL","Others","platelet count","ENKUR",0.860192950366358
"C57BL","Others","platelet count","EXO5",0.0319093499391251
"C57BL","Others","platelet count","EYA3",0.5941379
"C57BL","Others","platelet count","FABP3",0.519756509697551
"C57BL","Others","platelet count","FAM117B",0.569993519647753
"C57BL","Others","platelet count","FASTKD2",0.202726795371378
"C57BL","Others","platelet count","FBXO36",3.33066907387547e-15
"C57BL","Others","platelet count","FCGR3",0.953076999613938
"C57BL","Others","platelet count","FCRLA",0.887768479685109
"C57BL","Others","platelet count","FGF7",0.0636731805200667
"C57BL","Others","platelet count","FOCAD",0.894153421628966
"C57BL","Others","platelet count","FOXO1",0.538154640281119
"C57BL","Others","platelet count","FREY1",0.9622154821393
"C57BL","Others","platelet count","FSBP",0.999449113866774
"C57BL","Others","platelet count","GAPVD1",0.97854311322623
"C57BL","Others","platelet count","GAR1",0.323146316815945
"C57BL","Others","platelet count","GARNL3",0.323870037165718
"C57BL","Others","platelet count","GFM1",0.1336577
"C57BL","Others","platelet count","GPR63",0.0932565837945403
"C57BL","Others","platelet count","GYG1",0.468252712693552
"C57BL","Others","platelet count","GZF1",0.671860913275822
"C57BL","Others","platelet count","HPDL",0.998883672893172
"C57BL","Others","platelet count","HTR2B",0.237660766050907
"C57BL","Others","platelet count","ICOS",0.213614944704271
"C57BL","Others","platelet count","IDH3B",0.919064183971119
"C57BL","Others","platelet count","IKBKE",0.96080447954981
"C57BL","Others","platelet count","IL1RL1",0.358673312900554
"C57BL","Others","platelet count","IL2RA",0.0374311381301732
"C57BL","Others","platelet count","IL36RN",0.846697296478104
"C57BL","Others","platelet count","INAVA",0.352108950407411
"C57BL","Others","platelet count","INO80D",0.960305371902941
"C57BL","Others","platelet count","ITGA8",0.744035156482825
"C57BL","Others","platelet count","ITGB6",0.413984512061472
"C57BL","Others","platelet count","KANSL1L",0.914075959718866
"C57BL","Others","platelet count","KCNB2",0.4309751
"C57BL","Others","platelet count","KCNH7",0.9931389
"C57BL","Others","platelet count","KCNJ3",0.848454878430383
"C57BL","Others","platelet count","KCNT1",0.956955289553935
"C57BL","Others","platelet count","KIF26B",0.336317224791492
"C57BL","Others","platelet count","KLF4",0.84159158904458
"C57BL","Others","platelet count","KLHL12",0.467978299602008
"C57BL","Others","platelet count","KTI12",0.149943537120693
"C57BL","Others","platelet count","LANCL1",0.439207440060318
"C57BL","Others","platelet count","LCT",0.603279907823014
"C57BL","Others","platelet count","LDLRAD1",0.145509038091236
"C57BL","Others","platelet count","LIPT1",0.857342403090544
"C57BL","Others","platelet count","MAP3K20",0.0633787721718186
"C57BL","Others","platelet count","MDK",0.99897179799122
"C57BL","Others","platelet count","METTL18",0.0493892270566029
"C57BL","Others","platelet count","MGME1",0.588178412363315
"C57BL","Others","platelet count","MMP16",0.191534475335778
"C57BL","Others","platelet count","MNDAL",0.949981215314478
"C57BL","Others","platelet count","MPZL1",0.57748785382199
"C57BL","Others","platelet count","MROH8",0.0242968969311053
"C57BL","Others","platelet count","MYO1B",0.0634045133253605
"C57BL","Others","platelet count","MYO3B",0.96122728467045
"C57BL","Others","platelet count","MYOM3",0.986541206066265
"C57BL","Others","platelet count","NAXE",0.0345460096648765
"C57BL","Others","platelet count","NDUFA10",0.340271127569912
"C57BL","Others","platelet count","NDUFB5",0.919516919299878
"C57BL","Others","platelet count","NDUFS2",0.544398430358213
"C57BL","Others","platelet count","NEK7",0.643564009228909
"C57BL","Others","platelet count","NOXA1",0.317308458370757
"C57BL","Others","platelet count","NPR2",0.853498528379321
"C57BL","Others","platelet count","NSL1",0.927837883969777
"C57BL","Others","platelet count","OGFR",0.377741986969505
"C57BL","Others","platelet count","OR8H8",0.980837055182136
"C57BL","Others","platelet count","ORC3",0.6644119
"C57BL","Others","platelet count","P2RY14",0.706045543667884
"C57BL","Others","platelet count","PABPC4",0.285517792490248
"C57BL","Others","platelet count","PANK2",0.518427059705714
"C57BL","Others","platelet count","PATJ",0.663605023028534
"C57BL","Others","platelet count","PDE1A",0.607039462933259
"C57BL","Others","platelet count","PDHX",0.9588871
"C57BL","Others","platelet count","PER2",0.392359717229106
"C57BL","Others","platelet count","PGAP4",0.837014275979815
"C57BL","Others","platelet count","PHC3",0.860273445284231
"C57BL","Others","platelet count","PM20D1",0.236055903963116
"C57BL","Others","platelet count","PMEPA1",0.813254456341545
"C57BL","Others","platelet count","PNKD",0.461316328550469
"C57BL","Others","platelet count","PPIE",0.308343458498229
"C57BL","Others","platelet count","PPP1R12B",0.439132941238491
"C57BL","Others","platelet count","PPP1R14D",0.249474588726493
"C57BL","Others","platelet count","PROK1",0.799009762851548
"C57BL","Others","platelet count","PTER",0.140518480617335
"C57BL","Others","platelet count","PTPRD",0.0988745983417901
"C57BL","Others","platelet count","QSOX2",0.999951192419628
"C57BL","Others","platelet count","RAPGEF1",0.8901538323358
"C57BL","Others","platelet count","REG4",0.875665656317765
"C57BL","Others","platelet count","RGS19",0.967227881520707
"C57BL","Others","platelet count","RIN2",0.36038103432417
"C57BL","Others","platelet count","RRBP1",0.922123741232596
"C57BL","Others","platelet count","RTN4RL2",0.974870467867599
"C57BL","Others","platelet count","SARDH",0.746915382564993
"C57BL","Others","platelet count","SCG5",0.0545569655518873
"C57BL","Others","platelet count","SDC3",0.373844262459665
"C57BL","Others","platelet count","SDHC",0.848896459104058
"C57BL","Others","platelet count","SERINC2",0.793388004179267
"C57BL","Others","platelet count","SERPINB3C",0.509708980398091
"C57BL","Others","platelet count","SLC12A5",0.520389875025032
"C57BL","Others","platelet count","SLC22A15",0.145151164993149
"C57BL","Others","platelet count","SLC26A9",0.390573124897774
"C57BL","Others","platelet count","SLC2A10",0.696081909063095
"C57BL","Others","platelet count","SLC9B1",0.9478168967958
"C57BL","Others","platelet count","SMYD3",0.776040247342482
"C57BL","Others","platelet count","SNIP1",0.625536684522319
"C57BL","Others","platelet count","SNRNP200",0.983346360299741
"C57BL","Others","platelet count","SPACA9",0.0197479756294572
"C57BL","Others","platelet count","SPAG4",0.927276160586613
"C57BL","Others","platelet count","SRSF4",0.190002963327522
"C57BL","Others","platelet count","ST8SIA6",0.726951370235798
"C57BL","Others","platelet count","STOML2",0.813006854892536
"C57BL","Others","platelet count","SUMO1",0.0341078850699605
"C57BL","Others","platelet count","TCHHL1",0.454295274081053
"C57BL","Others","platelet count","TESK2",0.152225924811493
"C57BL","Others","platelet count","TIPARP",0.973952380804024
"C57BL","Others","platelet count","TMCC2",0.611472151772033
"C57BL","Others","platelet count","TMEM163",0.162284791074572
"C57BL","Others","platelet count","TMEM185B",0.229246755790409
"C57BL","Others","platelet count","TMEM198",0.326480082824027
"C57BL","Others","platelet count","TMEM237",0.279222547477102
"C57BL","Others","platelet count","TMEM35B",0.937649272304263
"C57BL","Others","platelet count","TNIK",0.0176847580325603
"C57BL","Others","platelet count","TOPORS",0.381013988486054
"C57BL","Others","platelet count","TRIM14",0.990471890096826
"C57BL","Others","platelet count","TTI1",0.216496087293271
"C57BL","Others","platelet count","TTLL11",0.883656185105529
"C57BL","Others","platelet count","UCHL5",0.859911232010268
"C57BL","Others","platelet count","UQCRH",0.686634756336445
"C57BL","Others","platelet count","VWA3B",0.308880155459892
"C57BL","Others","platelet count","VWC2L",0.0196354944824806
"C57BL","Others","platelet count","XKR4",0.610957233617485
"C57BL","Others","platelet count","YPEL4",0.882254727749335
"C57BL","Others","platelet count","ZCCHC17",0.593055828826218
"C57BL","Others","platelet count","ZFP704",0.855588368610693
"C57BL","Others","platelet count","ZGRF1",0.998530166578233
"C57BL","Others","platelet count","ZHX3",0.843575545288514
"C57BL","Others","platelet count","ZMYM6",0.969380934943291
"C57BL","Others","platelet count","ZNFX1",0.253528103557394
"C57BL","Others","platelet count","ZRANB2",0.682790710535956
"C57BL","Others","potassium","A830018L16RIK",0.683688036742136
"C57BL","Others","potassium","ACCSL",0.278165757247953
"C57BL","Others","potassium","ACP2",0.906924076867982
"C57BL","Others","potassium","ACTL6A",0.0957447752328734
"C57BL","Others","potassium","ACTRT3",0.862959481282624
"C57BL","Others","potassium","ACVR2A",0.519966159910564
"C57BL","Others","potassium","ADAM30",0.0296119301971951
"C57BL","Others","potassium","AHDC1",0.734857618461002
"C57BL","Others","potassium","AMPD2",1.04489972230226e-09
"C57BL","Others","potassium","ANGPTL3",0.595373848595715
"C57BL","Others","potassium","ANKRD60",0.885632388026175
"C57BL","Others","potassium","AP4E1",0.29205932406807
"C57BL","Others","potassium","ARHGAP11A",0.948984500587946
"C57BL","Others","potassium","ARHGEF11",0.803497131015819
"C57BL","Others","potassium","ARID3C",0.607885187443442
"C57BL","Others","potassium","ASXL1",0.184142016790575
"C57BL","Others","potassium","ATXN7L2",0.143903525126691
"C57BL","Others","potassium","B3GALT2",0.538574352280942
"C57BL","Others","potassium","BCAR3",0.832646707188267
"C57BL","Others","potassium","BIRC7",0.0685098988140219
"C57BL","Others","potassium","BLZF1",0.275140120112767
"C57BL","Others","potassium","CACNA1S",0.519736063601899
"C57BL","Others","potassium","CAMK1D",0.773919950524262
"C57BL","Others","potassium","CAPN8",0.0797631458885852
"C57BL","Others","potassium","CAPZA1",0.937517761176602
"C57BL","Others","potassium","CCDC93",0.955381983899528
"C57BL","Others","potassium","CCL20",0.824090685990199
"C57BL","Others","potassium","CD84",0.029500109425876
"C57BL","Others","potassium","CDC14A",0.975240639344055
"C57BL","Others","potassium","CDNF",0.984207246380366
"C57BL","Others","potassium","CENPE",0.773851687389524
"C57BL","Others","potassium","CER1",0.788881805343733
"C57BL","Others","potassium","CHRM4",0.656326494348404
"C57BL","Others","potassium","CIMIP2B",0.739340583587749
"C57BL","Others","potassium","CNNM3",0.377893627718456
"C57BL","Others","potassium","CNOT9",0.953970570239855
"C57BL","Others","potassium","CNR2",0.362381945001471
"C57BL","Others","potassium","COL16A1",0.429262270856372
"C57BL","Others","potassium","COQ4",0.705132250725003
"C57BL","Others","potassium","CRABP2",0.542843404262192
"C57BL","Others","potassium","CRACDL",0.721286491324851
"C57BL","Others","potassium","CRYGC",0.161055593092582
"C57BL","Others","potassium","CST9",0.465918458953319
"C57BL","Others","potassium","CSTAD",0.324803450460106
"C57BL","Others","potassium","CTSO",0.56142122709599
"C57BL","Others","potassium","D430041D05RIK",0.345470042253075
"C57BL","Others","potassium","DAPL1",0.978219039129993
"C57BL","Others","potassium","DDX31",0.874726173424556
"C57BL","Others","potassium","DHX35",0.723586742359361
"C57BL","Others","potassium","DNAH7B",0.129234501610986
"C57BL","Others","potassium","DNAJB14",0.532977278968622
"C57BL","Others","potassium","DNER",0.5481862
"C57BL","Others","potassium","DPP10",0.982854227284458
"C57BL","Others","potassium","DYTN",0.706781271187543
"C57BL","Others","potassium","ECHDC3",0.17909004693787
"C57BL","Others","potassium","EFCAB2",0.589417280434593
"C57BL","Others","potassium","ENKUR",0.717308286957026
"C57BL","Others","potassium","EXO5",0.166790385436767
"C57BL","Others","potassium","EYA3",0.985816249326082
"C57BL","Others","potassium","FABP3",0.61951948487759
"C57BL","Others","potassium","FAM117B",0.871773847510665
"C57BL","Others","potassium","FASTKD2",0.233166416856017
"C57BL","Others","potassium","FBXO36",0.517378399909299
"C57BL","Others","potassium","FCGR3",0.60758886587592
"C57BL","Others","potassium","FCRLA",0.175547858105725
"C57BL","Others","potassium","FGF7",0.2417301
"C57BL","Others","potassium","FOCAD",0.439676793205479
"C57BL","Others","potassium","FOXO1",0.145500206670032
"C57BL","Others","potassium","FREY1",0.750707816523798
"C57BL","Others","potassium","FSBP",0.152026950324657
"C57BL","Others","potassium","GAPVD1",0.303575460646263
"C57BL","Others","potassium","GAR1",0.646624422465581
"C57BL","Others","potassium","GARNL3",0.317639548568976
"C57BL","Others","potassium","GFM1",0.498387998315849
"C57BL","Others","potassium","GPR63",0.764485207389146
"C57BL","Others","potassium","GYG1",0.936953759261867
"C57BL","Others","potassium","GZF1",0.286009493761604
"C57BL","Others","potassium","HPDL",0.749481022416931
"C57BL","Others","potassium","HTR2B",0.579917768301544
"C57BL","Others","potassium","ICOS",0.127369043956651
"C57BL","Others","potassium","IDH3B",0.505877140678985
"C57BL","Others","potassium","IKBKE",0.93315460789834
"C57BL","Others","potassium","IL1RL1",0.326573789377878
"C57BL","Others","potassium","IL2RA",0.596816322702809
"C57BL","Others","potassium","IL36RN",0.600962817199262
"C57BL","Others","potassium","INAVA",0.979508289998554
"C57BL","Others","potassium","INO80D",0.621308788035409
"C57BL","Others","potassium","ITGA8",0.6503601
"C57BL","Others","potassium","ITGB6",0.299675910891422
"C57BL","Others","potassium","KANSL1L",0.576965265382227
"C57BL","Others","potassium","KCNB2",0.99094997314792
"C57BL","Others","potassium","KCNH7",0.718645001552189
"C57BL","Others","potassium","KCNJ3",0.323688345830351
"C57BL","Others","potassium","KCNT1",0.500017458693195
"C57BL","Others","potassium","KIF26B",0.920527360137282
"C57BL","Others","potassium","KLF4",0.843569863100341
"C57BL","Others","potassium","KLHL12",0.928927503600926
"C57BL","Others","potassium","KTI12",0.504702154702909
"C57BL","Others","potassium","LANCL1",0.676656005220944
"C57BL","Others","potassium","LCT",0.6724918
"C57BL","Others","potassium","LDLRAD1",0.778702602006911
"C57BL","Others","potassium","LIPT1",0.785041023574634
"C57BL","Others","potassium","MAP3K20",0.603812676607316
"C57BL","Others","potassium","MDK",0.694008745256739
"C57BL","Others","potassium","METTL18",0.154268372102062
"C57BL","Others","potassium","MGME1",0.315141396240088
"C57BL","Others","potassium","MMP16",0.695604114512444
"C57BL","Others","potassium","MNDAL",0.486179165435673
"C57BL","Others","potassium","MPZL1",0.873767499698865
"C57BL","Others","potassium","MROH8",0.760464376350649
"C57BL","Others","potassium","MYO1B",0.827268994792028
"C57BL","Others","potassium","MYO3B",0.207758194130384
"C57BL","Others","potassium","MYOM3",0.325124965443314
"C57BL","Others","potassium","NAXE",0.948709939275293
"C57BL","Others","potassium","NDUFA10",0.99944330926865
"C57BL","Others","potassium","NDUFB5",0.882645733828806
"C57BL","Others","potassium","NDUFS2",0.609988319129619
"C57BL","Others","potassium","NEK7",0.606690587595328
"C57BL","Others","potassium","NOXA1",0.913312466792947
"C57BL","Others","potassium","NPR2",0.668590841277375
"C57BL","Others","potassium","NSL1",0.254586818676186
"C57BL","Others","potassium","OGFR",0.195974185895645
"C57BL","Others","potassium","OR8H8",0.625587785869904
"C57BL","Others","potassium","ORC3",0.778711512820554
"C57BL","Others","potassium","P2RY14",0.597552760198144
"C57BL","Others","potassium","PABPC4",0.642951709098135
"C57BL","Others","potassium","PANK2",0.133962238216492
"C57BL","Others","potassium","PATJ",0.750157690392368
"C57BL","Others","potassium","PDE1A",0.428522663567371
"C57BL","Others","potassium","PDHX",0.0915080631773382
"C57BL","Others","potassium","PER2",0.1012489
"C57BL","Others","potassium","PGAP4",0.783995137759003
"C57BL","Others","potassium","PHC3",0.772004736456767
"C57BL","Others","potassium","PM20D1",0.889112573888162
"C57BL","Others","potassium","PMEPA1",0.576627257832126
"C57BL","Others","potassium","PNKD",0.06532469
"C57BL","Others","potassium","PPIE",0.608714950755251
"C57BL","Others","potassium","PPP1R12B",0.822986239399791
"C57BL","Others","potassium","PPP1R14D",0.394055625251625
"C57BL","Others","potassium","PROK1",0.983347435167154
"C57BL","Others","potassium","PTER",0.592518400042857
"C57BL","Others","potassium","PTPRD",0.850570052129327
"C57BL","Others","potassium","QSOX2",0.987574536939201
"C57BL","Others","potassium","RAPGEF1",0.345803188343272
"C57BL","Others","potassium","REG4",0.0348695591912555
"C57BL","Others","potassium","RGS19",0.290158279090777
"C57BL","Others","potassium","RIN2",0.327110623214373
"C57BL","Others","potassium","RRBP1",0.557763138866608
"C57BL","Others","potassium","RTN4RL2",0.353058855008838
"C57BL","Others","potassium","SARDH",0.395176355212154
"C57BL","Others","potassium","SCG5",0.1890928
"C57BL","Others","potassium","SDC3",0.802796987764074
"C57BL","Others","potassium","SDHC",0.410602787877351
"C57BL","Others","potassium","SERINC2",0.606915423057491
"C57BL","Others","potassium","SERPINB3C",0.672550609850042
"C57BL","Others","potassium","SLC12A5",0.937452546503011
"C57BL","Others","potassium","SLC22A15",0.813375067140996
"C57BL","Others","potassium","SLC26A9",0.194482788338642
"C57BL","Others","potassium","SLC2A10",0.578223993682801
"C57BL","Others","potassium","SLC9B1",0.93460050656524
"C57BL","Others","potassium","SMYD3",0.656381833730612
"C57BL","Others","potassium","SNIP1",0.48354500290941
"C57BL","Others","potassium","SNRNP200",0.906681287727096
"C57BL","Others","potassium","SPACA9",0.917134094563398
"C57BL","Others","potassium","SPAG4",0.409664395939505
"C57BL","Others","potassium","SRSF4",0.263156671457195
"C57BL","Others","potassium","ST8SIA6",0.674914759405011
"C57BL","Others","potassium","STOML2",0.590747294629493
"C57BL","Others","potassium","SUMO1",0.895378129302203
"C57BL","Others","potassium","TCHHL1",0.358849555533132
"C57BL","Others","potassium","TESK2",0.51396687253224
"C57BL","Others","potassium","TIPARP",0.743655399946637
"C57BL","Others","potassium","TMCC2",0.522785326181579
"C57BL","Others","potassium","TMEM163",0.942256507947867
"C57BL","Others","potassium","TMEM185B",0.905688279295271
"C57BL","Others","potassium","TMEM198",0.254810800086704
"C57BL","Others","potassium","TMEM237",5.80238836644931e-07
"C57BL","Others","potassium","TMEM35B",0.855684047473969
"C57BL","Others","potassium","TNIK",0.993928091938304
"C57BL","Others","potassium","TOPORS",0.461761825973865
"C57BL","Others","potassium","TRIM14",0.654435656041354
"C57BL","Others","potassium","TTI1",0.7283882
"C57BL","Others","potassium","TTLL11",0.0719838997094955
"C57BL","Others","potassium","UCHL5",0.46144627168124
"C57BL","Others","potassium","UQCRH",0.864361769883674
"C57BL","Others","potassium","VWA3B",0.522368910793474
"C57BL","Others","potassium","VWC2L",0.548346691716188
"C57BL","Others","potassium","XKR4",0.0892744035762532
"C57BL","Others","potassium","YPEL4",0.629379476941355
"C57BL","Others","potassium","ZCCHC17",0.06315320796313
"C57BL","Others","potassium","ZFP704",0.498405316280591
"C57BL","Others","potassium","ZGRF1",0.776204670188704
"C57BL","Others","potassium","ZHX3",0.689049423010511
"C57BL","Others","potassium","ZMYM6",0.555234056546217
"C57BL","Others","potassium","ZNFX1",0.451673368273518
"C57BL","Others","potassium","ZRANB2",0.419626487901504
"C57BL","Others","processes on vertebrae","A830018L16RIK",0.610262655834363
"C57BL","Others","processes on vertebrae","ACCSL",0.0595849248074254
"C57BL","Others","processes on vertebrae","ACP2",0.186581472414445
"C57BL","Others","processes on vertebrae","ACTL6A",0.292612670118066
"C57BL","Others","processes on vertebrae","ACTRT3",0.594385972104787
"C57BL","Others","processes on vertebrae","ACVR2A",0.957509258574617
"C57BL","Others","processes on vertebrae","ADAM30",0.9997482
"C57BL","Others","processes on vertebrae","AHDC1",0.429864293132021
"C57BL","Others","processes on vertebrae","AMPD2",0.970641096794969
"C57BL","Others","processes on vertebrae","ANGPTL3",0.541088313059796
"C57BL","Others","processes on vertebrae","ANKRD60",0.79794303346661
"C57BL","Others","processes on vertebrae","AP4E1",0.430310533665512
"C57BL","Others","processes on vertebrae","ARHGAP11A",0.723744560304186
"C57BL","Others","processes on vertebrae","ARHGEF11",0.834514093572039
"C57BL","Others","processes on vertebrae","ARID3C",0.487780881053639
"C57BL","Others","processes on vertebrae","ASXL1",0.468826784918843
"C57BL","Others","processes on vertebrae","ATXN7L2",0.9181195
"C57BL","Others","processes on vertebrae","B3GALT2",0.998800793116136
"C57BL","Others","processes on vertebrae","BCAR3",0.965038261825676
"C57BL","Others","processes on vertebrae","BIRC7",0.774873989679156
"C57BL","Others","processes on vertebrae","BLZF1",0.345464039941604
"C57BL","Others","processes on vertebrae","CACNA1S",0.599510061310472
"C57BL","Others","processes on vertebrae","CAMK1D",0.0917080035312543
"C57BL","Others","processes on vertebrae","CAPN8",0.664567657027849
"C57BL","Others","processes on vertebrae","CAPZA1",0.721395612557845
"C57BL","Others","processes on vertebrae","CCDC93",0.335809119087302
"C57BL","Others","processes on vertebrae","CCL20",0.719841084301236
"C57BL","Others","processes on vertebrae","CD84",0.199093780500456
"C57BL","Others","processes on vertebrae","CDC14A",0.404141367536492
"C57BL","Others","processes on vertebrae","CDNF",0.948146212655158
"C57BL","Others","processes on vertebrae","CENPE",0.377058854425
"C57BL","Others","processes on vertebrae","CER1",1.56487070634981e-07
"C57BL","Others","processes on vertebrae","CHRM4",0.791603620414956
"C57BL","Others","processes on vertebrae","CIMIP2B",0.637698940707917
"C57BL","Others","processes on vertebrae","CNNM3",0.6646399
"C57BL","Others","processes on vertebrae","CNOT9",0.124479637338421
"C57BL","Others","processes on vertebrae","CNR2",0.357885232156643
"C57BL","Others","processes on vertebrae","COL16A1",0.217676625336431
"C57BL","Others","processes on vertebrae","COQ4",0.27343099766632
"C57BL","Others","processes on vertebrae","CRABP2",0.077009714650882
"C57BL","Others","processes on vertebrae","CRACDL",0.396947603648964
"C57BL","Others","processes on vertebrae","CRYGC",0.730969639722352
"C57BL","Others","processes on vertebrae","CST9",0.591587054089405
"C57BL","Others","processes on vertebrae","CSTAD",0.972242549723171
"C57BL","Others","processes on vertebrae","CTSO",0.651608037705473
"C57BL","Others","processes on vertebrae","D430041D05RIK",0.701193600463578
"C57BL","Others","processes on vertebrae","DAPL1",0.292644827600363
"C57BL","Others","processes on vertebrae","DDX31",0.605022616752024
"C57BL","Others","processes on vertebrae","DHX35",0.063598338755675
"C57BL","Others","processes on vertebrae","DNAH7B",0.134410520801203
"C57BL","Others","processes on vertebrae","DNAJB14",0.633318151042624
"C57BL","Others","processes on vertebrae","DNER",0.36532231006793
"C57BL","Others","processes on vertebrae","DPP10",0.274304825393785
"C57BL","Others","processes on vertebrae","DYTN",0.799426591297437
"C57BL","Others","processes on vertebrae","ECHDC3",0.32119390797333
"C57BL","Others","processes on vertebrae","EFCAB2",0.306911752093198
"C57BL","Others","processes on vertebrae","ENKUR",0.362631158843138
"C57BL","Others","processes on vertebrae","EXO5",0.50180494909529
"C57BL","Others","processes on vertebrae","EYA3",0.538819979726509
"C57BL","Others","processes on vertebrae","FABP3",0.530654781797149
"C57BL","Others","processes on vertebrae","FAM117B",0.268768032157024
"C57BL","Others","processes on vertebrae","FASTKD2",0.100071844000793
"C57BL","Others","processes on vertebrae","FBXO36",0.615810352974186
"C57BL","Others","processes on vertebrae","FCGR3",0.853757212782541
"C57BL","Others","processes on vertebrae","FCRLA",0.230506554383056
"C57BL","Others","processes on vertebrae","FGF7",0.235021435444592
"C57BL","Others","processes on vertebrae","FOCAD",0.61717600591223
"C57BL","Others","processes on vertebrae","FOXO1",0.526423154146811
"C57BL","Others","processes on vertebrae","FREY1",0.871075248917468
"C57BL","Others","processes on vertebrae","FSBP",0.793634371804395
"C57BL","Others","processes on vertebrae","GAPVD1",0.490845007335763
"C57BL","Others","processes on vertebrae","GAR1",0.652069787719247
"C57BL","Others","processes on vertebrae","GARNL3",0.833541719124999
"C57BL","Others","processes on vertebrae","GFM1",0.531930202330226
"C57BL","Others","processes on vertebrae","GPR63",0.214833296914165
"C57BL","Others","processes on vertebrae","GYG1",0.772691689757296
"C57BL","Others","processes on vertebrae","GZF1",0.450320930452594
"C57BL","Others","processes on vertebrae","HPDL",0.21513576555087
"C57BL","Others","processes on vertebrae","HTR2B",0.278970717330084
"C57BL","Others","processes on vertebrae","ICOS",0.40812904103059
"C57BL","Others","processes on vertebrae","IDH3B",0.96175235073957
"C57BL","Others","processes on vertebrae","IKBKE",0.84239538110271
"C57BL","Others","processes on vertebrae","IL1RL1",0.389464793752473
"C57BL","Others","processes on vertebrae","IL2RA",0.557530358279712
"C57BL","Others","processes on vertebrae","IL36RN",0.7192007
"C57BL","Others","processes on vertebrae","INAVA",0.905297
"C57BL","Others","processes on vertebrae","INO80D",0.90211473786161
"C57BL","Others","processes on vertebrae","ITGA8",0.126918673392843
"C57BL","Others","processes on vertebrae","ITGB6",0.279953847840699
"C57BL","Others","processes on vertebrae","KANSL1L",0.944935300096709
"C57BL","Others","processes on vertebrae","KCNB2",0.791528970269973
"C57BL","Others","processes on vertebrae","KCNH7",0.222100820133212
"C57BL","Others","processes on vertebrae","KCNJ3",0.626592903235805
"C57BL","Others","processes on vertebrae","KCNT1",0.328147195911323
"C57BL","Others","processes on vertebrae","KIF26B",0.895587303346605
"C57BL","Others","processes on vertebrae","KLF4",0.335405562160991
"C57BL","Others","processes on vertebrae","KLHL12",0.989071665029163
"C57BL","Others","processes on vertebrae","KTI12",0.287793891402609
"C57BL","Others","processes on vertebrae","LANCL1",0.324043142370507
"C57BL","Others","processes on vertebrae","LCT",0.888667117468884
"C57BL","Others","processes on vertebrae","LDLRAD1",0.919736695471534
"C57BL","Others","processes on vertebrae","LIPT1",0.35045213003572
"C57BL","Others","processes on vertebrae","MAP3K20",0.281921690388729
"C57BL","Others","processes on vertebrae","MDK",0.867549587881984
"C57BL","Others","processes on vertebrae","METTL18",0.546462008638072
"C57BL","Others","processes on vertebrae","MGME1",0.697282333741996
"C57BL","Others","processes on vertebrae","MMP16",0.523115818296247
"C57BL","Others","processes on vertebrae","MNDAL",0.53475147489986
"C57BL","Others","processes on vertebrae","MPZL1",0.922258580678666
"C57BL","Others","processes on vertebrae","MROH8",0.43980739529194
"C57BL","Others","processes on vertebrae","MYO1B",0.143065147098503
"C57BL","Others","processes on vertebrae","MYO3B",0.716206625508283
"C57BL","Others","processes on vertebrae","MYOM3",0.71209743339144
"C57BL","Others","processes on vertebrae","NAXE",0.0645843635590113
"C57BL","Others","processes on vertebrae","NDUFA10",0.853051228821941
"C57BL","Others","processes on vertebrae","NDUFB5",0.336519475330841
"C57BL","Others","processes on vertebrae","NDUFS2",0.601566568923585
"C57BL","Others","processes on vertebrae","NEK7",0.724792946035329
"C57BL","Others","processes on vertebrae","NOXA1",0.998376968654493
"C57BL","Others","processes on vertebrae","NPR2",0.959025003039792
"C57BL","Others","processes on vertebrae","NSL1",0.765731706411668
"C57BL","Others","processes on vertebrae","OGFR",0.812448908841195
"C57BL","Others","processes on vertebrae","OR8H8",0.457443185827929
"C57BL","Others","processes on vertebrae","ORC3",0.324244936622421
"C57BL","Others","processes on vertebrae","P2RY14",0.58046016623143
"C57BL","Others","processes on vertebrae","PABPC4",0.913954116507345
"C57BL","Others","processes on vertebrae","PANK2",0.7055642
